Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose Scope 3 use of product emissions?,Q13L4|Does the company disclose its membership and involvement in organisations or coalitions dedicated specifically to climate issues?,Q14L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q15L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q16L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q17L4|Does the company undertake climate scenario planning?,Q18L4|Does the company disclose an internal price of carbon?,Q19L4|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
Jindal Steel & Power,India,IND,Steel,No,medium,INE749A01030,6726816,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Not applicable,No,No,No,No,No,No,No
Jizhong Energy Resources,China,CHN,Coal Mining,No,small,CNE0000010H6,6170015,01/11/2023,17/04/2023,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Johnson & Johnson,United States of America,USA,Consumer Goods,No,large,US4781601046,2475833,01/11/2023,28/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Johnson Controls International,United States of America,USA,Other Industrials,No,large,IE00BY7QL619,BY7QL61,01/11/2023,09/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
Johnson Controls International,United States of America,USA,Other Industrials,No,large,IE00BY7QL619,BY7QL61,01/09/2022,06/05/2022,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
Johnson Matthey,United Kingdom,GBR,Chemicals,No,medium,GB00BZ4BQC70,BZ4BQC7,01/11/2023,04/05/2023,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Johnson Matthey,United Kingdom,GBR,Chemicals,No,medium,GB00BZ4BQC70,BZ4BQC7,01/09/2022,15/04/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,No,No,No
Juneyao Airlines,China,CHN,Airlines,No,small,CNE100001ZY0,BXN6298,01/11/2023,17/04/2023,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
K Line,Japan,JPN,Shipping,No,medium,JP3223800008,6484686,01/11/2023,11/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
K Line,Japan,JPN,Shipping,No,medium,JP3223800008,6484686,01/09/2022,07/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,Yes,Yes,Yes,No
K Line,Japan,JPN,Shipping,No,medium,JP3223800008,6484686,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
K+S,Germany,DEU,Chemicals,No,small,DE000KSAG888,B54C017,01/11/2023,20/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,No,Yes,Yes,No
KDDI,Japan,JPN,Services,No,large,JP3496400007,6248990,01/11/2023,14/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
KEPCO,South Korea,KOR,Electricity Utilities,Yes,large,KR7015760002,6495730,01/11/2023,29/03/2023,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
KEPCO,South Korea,KOR,Electricity Utilities,Yes,large,KR7015760002,6495730,01/09/2022,08/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
KEPCO,South Korea,KOR,Electricity Utilities,Yes,large,KR7015760002,6495730,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
Kansai Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3228600007,6483489,01/11/2023,16/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Kansai Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3228600007,6483489,01/09/2022,07/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,Yes,Yes,Yes,No
Kansai Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3228600007,6483489,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,Yes,No,Yes,No
Kansai Paint,Japan,JPN,Chemicals,No,medium,JP3229400001,6483746,01/11/2023,01/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,No,No,Yes,No,No
Kao,Japan,JPN,Consumer Goods,No,large,JP3205800000,6483809,01/11/2023,05/05/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Kellogg,United States of America,USA,Food Producers,No,medium,US4878361082,2486813,01/11/2023,19/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,No,Yes,Yes,No
Kellogg,United States of America,USA,Food Producers,No,medium,US4878361082,2486813,01/09/2022,06/05/2022,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,No,Yes,Yes,No
Kerry Group,Ireland,IRL,Food Producers,No,unlisted,IE0004906560,490656,01/11/2023,17/04/2023,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,No,No,No,No
Kerry Group,Ireland,IRL,Food Producers,No,unlisted,IE0004906560,490656,01/09/2022,15/04/2022,2,new,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Not applicable,No,Yes,Yes,No,No,No,No
Keyence,Japan,JPN,Other Industrials,No,large,JP3236200006,6490995,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Keyence,Japan,JPN,Other Industrials,No,large,JP3236200006,6490995,01/09/2022,15/04/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Keyera,Canada,CAN,Oil & Gas,No,small,CA4932711001,B3SGMV5,01/11/2023,03/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No
Kia,South Korea,KOR,Autos,No,large,KR7000270009,6490928,01/11/2023,18/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
Kia,South Korea,KOR,Autos,No,large,KR7000270009,6490928,01/09/2022,08/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Kia,South Korea,KOR,Autos,No,large,KR7000270009,6490928,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
Kikkoman,Japan,JPN,Food Producers,No,large,JP3240400006,6490809,01/11/2023,04/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Kikkoman,Japan,JPN,Food Producers,No,large,JP3240400006,6490809,01/09/2022,08/05/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Kimberly-Clark,United States of America,USA,Consumer Goods,No,large,US4943681035,2491839,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,Yes,No,No
Kinder Morgan,United States of America,USA,Oil & Gas Distribution,Yes,large,US49456B1017,B3NQ4P8,01/11/2023,12/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
Kinder Morgan,United States of America,USA,Oil & Gas Distribution,Yes,large,US49456B1017,B3NQ4P8,01/09/2022,07/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
Kinder Morgan,United States of America,USA,Oil & Gas Distribution,Yes,large,US49456B1017,B3NQ4P8,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
Kingboard Chemicals,China,CHN,Chemicals,No,medium,KYG525621408,6491318,01/11/2023,17/04/2023,2,new,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Kirby,United States of America,USA,Shipping,No,small,US4972661064,2493534,01/11/2023,19/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,No,Yes,No,No,Yes,No,No
Kirby,United States of America,USA,Shipping,No,small,US4972661064,2493534,01/09/2022,23/03/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Not applicable,No,Yes,No,No,No,No,No
Kirin,Japan,JPN,Consumer Goods,No,large,JP3258000003,6493745,01/11/2023,01/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Klabin,Brazil,BRA,Paper,No,medium,BRKLBNACNPR9;BRKLBNCDAM18,2813347;BJ0K6Z9,01/11/2023,28/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Klabin,Brazil,BRA,Paper,No,medium,BRKLBNACNPR9;BRKLBNCDAM18,2813347;BJ0K6Z9,01/09/2022,07/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Klabin,Brazil,BRA,Paper,No,medium,BRKLBNACNPR9;BRKLBNCDAM18,2813347;BJ0K6Z9,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,Yes
Kobe Steel,Japan,JPN,Steel,No,medium,JP3289800009,6496023,01/11/2023,27/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,Yes
Kobe Steel,Japan,JPN,Steel,No,medium,JP3289800009,6496023,01/09/2022,07/05/2022,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,Yes
Kobe Steel,Japan,JPN,Steel,No,medium,JP3289800009,6496023,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,Yes,No,No,No
Komatsu,Japan,JPN,Other Industrials,No,large,JP3304200003,6496584,01/11/2023,27/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Korean Air,South Korea,KOR,Airlines,No,medium,KR7003490000,6496766,01/11/2023,15/03/2023,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
Korean Air,South Korea,KOR,Airlines,No,medium,KR7003490000,6496766,01/09/2022,08/05/2022,2,unchanged,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Not applicable,No,No,Yes,No,No,Yes,No
Korean Air,South Korea,KOR,Airlines,No,medium,KR7003490000,6496766,01/11/2021,31/03/2021,2,unchanged,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Not applicable,No,No,Yes,No,No,No,No
Kosmos Energy,United States of America,USA,Oil & Gas,No,small,US5006881065,BHK15K6,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No
Kraft Heinz,United States of America,USA,Food Producers,No,large,US5007541064,BYRY499,01/11/2023,19/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,No,No,No
Kraft Heinz,United States of America,USA,Food Producers,No,large,US5007541064,BYRY499,01/09/2022,06/05/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,Yes,Yes,No,No
Kroger,United States of America,USA,Services,No,medium,US5010441013,2497406,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,No,No,No,No
Kubota,Japan,JPN,Other Industrials,No,large,JP3266400005,6497509,01/11/2023,04/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Kumho Petrochemical,South Korea,KOR,Chemicals,No,medium,KR7011780004,6499323,01/11/2023,26/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Kunlun Energy,China,CHN,Oil & Gas,No,large,BMG5320C1082,6340078,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No
Kuo Toong International,Taiwan,TWN,Cement,No,small,TW0008936006,6541978,01/11/2023,04/05/2023,1,new,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Not Applicable,No,No,No,No,No,No,No
Kuraray,Japan,JPN,Chemicals,No,medium,JP3269600007,6497662,01/11/2023,05/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,No,No,Yes,Yes,No
Kweichow Moutai,China,CHN,Consumer Goods,No,large,CNE0000018R8,6414832,01/11/2023,17/04/2023,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Kyocera,Japan,JPN,Services,No,large,JP3249600002,6499260,01/11/2023,31/03/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/11/2023,01/03/2023,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/09/2022,15/04/2022,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,Yes,Yes,Yes,No
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/11/2021,31/03/2021,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Not applicable,No,No,No,No,No,No,No
L'Oreal,France,FRA,Consumer Goods,No,large,FR0000120321,4057808,01/11/2023,26/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,No,Yes,No,No
LATAM,Chile,CHL,Airlines,No,large,CL0000000423;US51817R1068,2518932;B84FQ53,01/11/2023,17/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not Applicable,No,Yes,No,No,No,No,No
LATAM,Chile,CHL,Airlines,No,large,CL0000000423;US51817R1068,2518932;B84FQ53,01/09/2022,15/04/2022,3,up,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not applicable,No,Yes,No,No,No,No,No
LATAM,Chile,CHL,Airlines,No,large,CL0000000423;US51817R1068,2518932;B84FQ53,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Not applicable,No,No,No,No,No,No,No
LG Chemical,South Korea,KOR,Chemicals,No,large,KR7051910008;KR7051911006,6346913;6346924,01/11/2023,11/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
LG Chemical,South Korea,KOR,Chemicals,No,large,KR7051910008;KR7051911006,6346913;6346924,01/09/2022,08/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
LG Chemical,South Korea,KOR,Chemicals,No,large,KR7051910008;KR7051911006,6346913;6346924,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
LG Electronics,South Korea,KOR,Other Industrials,No,large,KR7066570003,6520739,01/11/2023,12/05/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
LVMH,France,FRA,Consumer Goods,No,large,FR0000121014,4061412,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
Lam Research,United States of America,USA,Other Industrials,No,large,US5128071082,2502247,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Lamb Weston Holdings,United States of America,USA,Food Producers,No,medium,US5132721045,BDQZFJ3,01/11/2023,12/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Lamb Weston Holdings,United States of America,USA,Food Producers,No,medium,US5132721045,BDQZFJ3,01/09/2022,07/05/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Lanxess,Germany,DEU,Chemicals,No,medium,DE0005470405,B05M8B7,01/11/2023,28/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Lanxess,Germany,DEU,Chemicals,No,medium,DE0005470405,B05M8B7,01/09/2022,06/05/2022,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,No,Yes,No
Lee & Man Paper Manufacturing,China,CHN,Paper,No,medium,KYG5427W1309,6693772,01/11/2023,05/05/2023,2,unchanged,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Not Applicable,No,No,No,No,No,No,No
Lee & Man Paper Manufacturing,China,CHN,Paper,No,medium,KYG5427W1309,6693772,01/09/2022,07/05/2022,2,up,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Not applicable,No,No,No,No,No,No,No
Lee & Man Paper Manufacturing,China,CHN,Paper,No,medium,KYG5427W1309,6693772,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Not applicable,No,No,No,No,No,No,No
Leggett & Platt,United States of America,USA,Steel,No,small,US5246601075,2510682,01/11/2023,27/04/2023,2,unchanged,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Leggett & Platt,United States of America,USA,Steel,No,small,US5246601075,2510682,01/09/2022,02/03/2022,2,new,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
Li Auto,China,CHN,Autos,No,large,US50202M1027,BMXHCD8,01/11/2023,17/04/2023,2,up,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
Li Auto,China,CHN,Autos,No,large,US50202M1027,BMXHCD8,01/09/2022,15/04/2022,1,new,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Linde,United States of America,USA,Chemicals,No,large,IE00BZ12WP82,BZ12WP8,01/11/2023,05/05/2023,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Linde,United States of America,USA,Chemicals,No,large,IE00BZ12WP82,BZ12WP8,01/09/2022,07/05/2022,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Linde,United States of America,USA,Chemicals,No,large,IE00BZ12WP82,BZ12WP8,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Lindt & Spruengli,Switzerland,CHE,Food Producers,No,large,CH0010570759,5962309,01/11/2023,03/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,No,No,No,No,No,No
Lindt & Spruengli,Switzerland,CHE,Food Producers,No,large,CH0010570759,5962309,01/09/2022,15/04/2022,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Not applicable,No,No,No,No,No,No,No
Loblaw Companies,Canada,CAN,Services,No,medium,CA5394811015,2521800,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,No,Yes,No,Yes,No,No,No
Lockheed Martin,United States of America,USA,Other Industrials,Yes,large,US5398301094,2522096,01/11/2023,04/05/2023,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,Yes,No,No
Lockheed Martin,United States of America,USA,Other Industrials,Yes,large,US5398301094,2522096,01/09/2022,07/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
Lockheed Martin,United States of America,USA,Other Industrials,Yes,large,US5398301094,2522096,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
Longchen Paper & Packaging,Taiwan,TWN,Paper,No,small,TW0001909000,6524236,01/11/2023,17/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Not Applicable,No,Yes,No,No,No,No,No
Longchen Paper & Packaging,Taiwan,TWN,Paper,No,small,TW0001909000,6524236,01/09/2022,15/04/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Not applicable,No,Yes,No,No,No,No,No
Longchen Paper & Packaging,Taiwan,TWN,Paper,No,small,TW0001909000,6524236,01/11/2021,31/03/2021,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Not applicable,No,Yes,No,No,No,No,No
Lotte Chemical,South Korea,KOR,Chemicals,No,large,KR7011170008,6440020,01/11/2023,11/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
Lowe's,United States of America,USA,Services,No,large,US5486611073,2536763,01/11/2023,24/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,Yes,Yes,No,No
Lufthansa,Germany,DEU,Airlines,No,medium,DE0008232125,5287488,01/11/2023,25/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Lufthansa,Germany,DEU,Airlines,No,medium,DE0008232125,5287488,01/09/2022,15/04/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
Lufthansa,Germany,DEU,Airlines,No,medium,DE0008232125,5287488,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,No,Yes,Yes
Lukoil,Russia,RUS,Oil & Gas,Yes,large,RU0009024277;US69343P1057,B59SNS8;BYZDW27,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No
Lynas,Australia,AUS,Diversified Mining,No,large,AU000000LYC6,#N/A,01/11/2023,24/04/2023,2,new,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Not Applicable,No,No,No,No,No,No,No
